ID,Keyword,Podcast Name,Host Name,Channel Description,Episode Title,Audio URL,Image URL
lich_su_32bf0c23,lịch sử,Lịch Sử Việt Nam,Anthony Guide,Các câu truyện hay về Lịch Sử Việt Nam,Chương II: Chế Độ Lính Tình Nguyện,https://anchor.fm/s/5089d3ac/podcast/play/28918798/https%3A%2F%2Fd3ctxlq1ktw2nl.cloudfront.net%2Fproduction%2F2021-2-14%2F164902164-44100-1-7831d65046bfd.m4a,https://is1-ssl.mzstatic.com/image/thumb/Podcasts124/v4/bf/25/21/bf252190-5e36-92d4-c2c6-1120d838e941/mza_516001440562995022.jpg/600x600bb.jpg
lich_su_25e20e74,lịch sử,Lịch Sử Việt Nam,Anthony Guide,Các câu truyện hay về Lịch Sử Việt Nam,Lời Giới Thiệu: Bản Án Chế Độ Thực Dân Pháp,https://anchor.fm/s/5089d3ac/podcast/play/28828091/https%3A%2F%2Fd3ctxlq1ktw2nl.cloudfront.net%2Fproduction%2F2021-2-13%2F164579120-44100-1-9517d0ba402e3.m4a,https://is1-ssl.mzstatic.com/image/thumb/Podcasts124/v4/bf/25/21/bf252190-5e36-92d4-c2c6-1120d838e941/mza_516001440562995022.jpg/600x600bb.jpg
lich_su_bd30ce8c,lịch sử,Lịch Sử Việt Nam,Anthony Guide,Các câu truyện hay về Lịch Sử Việt Nam,Bản Án Chế Độ Thực Dân Pháp,https://anchor.fm/s/5089d3ac/podcast/play/28759261/https%3A%2F%2Fd3ctxlq1ktw2nl.cloudfront.net%2Fstaging%2F2021-2-12%2F164275467-44100-2-1da414ef8a9f2.m4a,https://is1-ssl.mzstatic.com/image/thumb/Podcasts124/v4/bf/25/21/bf252190-5e36-92d4-c2c6-1120d838e941/mza_516001440562995022.jpg/600x600bb.jpg
lich_su_8c5fda75,lịch sử,Thay đổi lịch sử (Vietnamese),Elsie L. Seelee,"Thay đổi lịch sử mang đến những góc nhìn và lịch sử thay thế từ các vũ trụ song song trong thế giới của chúng ta. Hỏi rằng, điều gì sẽ xảy ra nếu một sự kiện, số liệu thống kê hoặc thuộc tính cá nhân duy nhất bị thay đổi. Truyền cho Đức Phật Bạo lực giết người, hoặc xóa sổ sự tồn tại của Chúa Jesus và do đó là Cơ đốc giáo. Điều gì sẽ xảy ra nếu bạn phải sống sót 7 ngày trên biển trong Kỷ Jura, phải ẩn náu dưới đại dương khỏi Megalodon hoặc bị loài rắn nguy hiểm nhất thế giới săn đuổi?",NASA đã làm giả cuộc đổ bộ lên mặt trăng như thế nào: Apollo 11 là một lời nói dối để lừa đảo thế giới,https://media.podeo.co/episodes/NDAyMzI/audio.mp3,https://is1-ssl.mzstatic.com/image/thumb/Podcasts221/v4/4b/f9/84/4bf9842f-1a2f-dfa9-eb97-9c4abffe68f6/mza_9313865573280271349.jpg/600x600bb.jpg
lich_su_996cecbd,lịch sử,Thay đổi lịch sử (Vietnamese),Elsie L. Seelee,"Thay đổi lịch sử mang đến những góc nhìn và lịch sử thay thế từ các vũ trụ song song trong thế giới của chúng ta. Hỏi rằng, điều gì sẽ xảy ra nếu một sự kiện, số liệu thống kê hoặc thuộc tính cá nhân duy nhất bị thay đổi. Truyền cho Đức Phật Bạo lực giết người, hoặc xóa sổ sự tồn tại của Chúa Jesus và do đó là Cơ đốc giáo. Điều gì sẽ xảy ra nếu bạn phải sống sót 7 ngày trên biển trong Kỷ Jura, phải ẩn náu dưới đại dương khỏi Megalodon hoặc bị loài rắn nguy hiểm nhất thế giới săn đuổi?",Nếu Adolf Hitler thực sự là người tốt thì sao?,https://media.podeo.co/episodes/NDAyMzM/audio.mp3,https://is1-ssl.mzstatic.com/image/thumb/Podcasts221/v4/4b/f9/84/4bf9842f-1a2f-dfa9-eb97-9c4abffe68f6/mza_9313865573280271349.jpg/600x600bb.jpg
lich_su_18e2ed0b,lịch sử,Thay đổi lịch sử (Vietnamese),Elsie L. Seelee,"Thay đổi lịch sử mang đến những góc nhìn và lịch sử thay thế từ các vũ trụ song song trong thế giới của chúng ta. Hỏi rằng, điều gì sẽ xảy ra nếu một sự kiện, số liệu thống kê hoặc thuộc tính cá nhân duy nhất bị thay đổi. Truyền cho Đức Phật Bạo lực giết người, hoặc xóa sổ sự tồn tại của Chúa Jesus và do đó là Cơ đốc giáo. Điều gì sẽ xảy ra nếu bạn phải sống sót 7 ngày trên biển trong Kỷ Jura, phải ẩn náu dưới đại dương khỏi Megalodon hoặc bị loài rắn nguy hiểm nhất thế giới săn đuổi?",Trái tim đen tối của Siddhartha Gotama - Sẽ thế nào nếu Đức Phật là một người lính và nhà độc tài hung bạo?,https://media.podeo.co/episodes/NDAyMzQ/audio.mp3,https://is1-ssl.mzstatic.com/image/thumb/Podcasts221/v4/4b/f9/84/4bf9842f-1a2f-dfa9-eb97-9c4abffe68f6/mza_9313865573280271349.jpg/600x600bb.jpg
cong_nghe_4b8cfdce,công nghệ,Vina Technology at AI time - Công nghệ Việt Nam thời AI,Lê Quang Văn,"Kiến thức Khoa học và Kỹ thuật bằng tiếng Việt, tiếng Anh và nhiều ngoại ngữ khác.  Đặc biệt quan tâm đến các vấn đề có liên quan đến Trí tuệ Nhân tạo và đặc biệt về Xử lý Ngôn ngữ tự nhiên",Episode 7995 – April 8 – Phần 2 của 2 - Tương lai của người lớn tuổi có tay nghề cao – Vina Tech at AI Time,https://anchor.fm/s/56decb4/podcast/play/118175075/https%3A%2F%2Fd3ctxlq1ktw2nl.cloudfront.net%2Fstaging%2F2026-3-9%2Fac444f6b-b6d0-8f24-8f67-0870b1660096.mp3,https://is1-ssl.mzstatic.com/image/thumb/Podcasts125/v4/8e/17/30/8e173053-f4d7-3d87-f3e4-7065905a04fb/mza_5398055357363456850.jpg/600x600bb.jpg
cong_nghe_970648f4,công nghệ,Vina Technology at AI time - Công nghệ Việt Nam thời AI,Lê Quang Văn,"Kiến thức Khoa học và Kỹ thuật bằng tiếng Việt, tiếng Anh và nhiều ngoại ngữ khác.  Đặc biệt quan tâm đến các vấn đề có liên quan đến Trí tuệ Nhân tạo và đặc biệt về Xử lý Ngôn ngữ tự nhiên",Episode 7994 – April 8 – Phần 1 của 2 - Tương lai của người lớn tuổi có tay nghề cao – Vina Tech at AI Time,https://anchor.fm/s/56decb4/podcast/play/118175049/https%3A%2F%2Fd3ctxlq1ktw2nl.cloudfront.net%2Fstaging%2F2026-3-9%2Fff723118-841c-a4b8-6aaf-11a4c2b3b749.mp3,https://is1-ssl.mzstatic.com/image/thumb/Podcasts125/v4/8e/17/30/8e173053-f4d7-3d87-f3e4-7065905a04fb/mza_5398055357363456850.jpg/600x600bb.jpg
cong_nghe_3101ff90,công nghệ,Vina Technology at AI time - Công nghệ Việt Nam thời AI,Lê Quang Văn,"Kiến thức Khoa học và Kỹ thuật bằng tiếng Việt, tiếng Anh và nhiều ngoại ngữ khác.  Đặc biệt quan tâm đến các vấn đề có liên quan đến Trí tuệ Nhân tạo và đặc biệt về Xử lý Ngôn ngữ tự nhiên",Episode 7993 - April 8 – Phần 2 của 2 - AI hiện diện ở khắp mọi nơi – Vina Tech at AI Time,https://anchor.fm/s/56decb4/podcast/play/118175018/https%3A%2F%2Fd3ctxlq1ktw2nl.cloudfront.net%2Fstaging%2F2026-3-9%2F4bd7ca80-8a43-7dce-d104-68bc5964058b.mp3,https://is1-ssl.mzstatic.com/image/thumb/Podcasts125/v4/8e/17/30/8e173053-f4d7-3d87-f3e4-7065905a04fb/mza_5398055357363456850.jpg/600x600bb.jpg
cong_nghe_19ffc743,công nghệ,Vina Technology at AI time - Công nghệ Việt Nam thời AI,Lê Quang Văn,"Kiến thức Khoa học và Kỹ thuật bằng tiếng Việt, tiếng Anh và nhiều ngoại ngữ khác.  Đặc biệt quan tâm đến các vấn đề có liên quan đến Trí tuệ Nhân tạo và đặc biệt về Xử lý Ngôn ngữ tự nhiên",Episode 7992 – April 8 – Phần 1 của 2 - AI hiện diện ở khắp mọi nơi – Vina Tech at AI Time ,https://anchor.fm/s/56decb4/podcast/play/118174999/https%3A%2F%2Fd3ctxlq1ktw2nl.cloudfront.net%2Fstaging%2F2026-3-9%2F7e95376d-4243-49e5-c374-7ae80baa890b.mp3,https://is1-ssl.mzstatic.com/image/thumb/Podcasts125/v4/8e/17/30/8e173053-f4d7-3d87-f3e4-7065905a04fb/mza_5398055357363456850.jpg/600x600bb.jpg
cong_nghe_da8d047a,công nghệ,Vina Technology at AI time - Công nghệ Việt Nam thời AI,Lê Quang Văn,"Kiến thức Khoa học và Kỹ thuật bằng tiếng Việt, tiếng Anh và nhiều ngoại ngữ khác.  Đặc biệt quan tâm đến các vấn đề có liên quan đến Trí tuệ Nhân tạo và đặc biệt về Xử lý Ngôn ngữ tự nhiên","Episode 7991 – April 8 – AI và Kiến thức Nghề nghiệp - Ngày 7 Tháng 4, 2026 – Vina Tech at AI Time",https://anchor.fm/s/56decb4/podcast/play/118174968/https%3A%2F%2Fd3ctxlq1ktw2nl.cloudfront.net%2Fstaging%2F2026-3-9%2Fd49d6cc7-65a6-9b8a-8801-30755ef7c70d.mp3,https://is1-ssl.mzstatic.com/image/thumb/Podcasts125/v4/8e/17/30/8e173053-f4d7-3d87-f3e4-7065905a04fb/mza_5398055357363456850.jpg/600x600bb.jpg
cong_nghe_d5870e91,công nghệ,"BRAVE (Vietnamese) Công nghệ Đông Nam Á: Singapore, Indonesia, Việt Nam, Philippines, Thái Lan và Malaysia Các cô",BRAVE,"<p>Học hỏi từ các nhà lãnh đạo công nghệ hàng đầu Đông Nam Á. Xây dựng tương lai, học hỏi từ quá khứ của chúng ta và giữ nhân tính trong mọi hoàn cảnh. Không có những lời hoa mỹ về thành công. Podcast khởi nghiệp và vốn mạo hiểm số 1 của Đông Nam Á với hơn 60,000 người nghe.</p>  <p>Được tổ chức bởi Jeremy Au. Nhà đầu tư mạo hiểm và người sáng lập hàng loạt. Tốt nghiệp MBA từ Harvard và UC Berkeley. Người đam mê khoa học viễn tưởng và là cha của hai cô con gái. Tăng trưởng và phát triển cá nhân giải quyết mọi vấn đề. Cảm giác tuyệt vời nhất là huấn luyện những người tốt trở thành những nhà lãnh đạo tuyệt vời.</p>","Podcast BRAVE Southeast Asia Tech: Indonesia: Sự Sụp Đổ Định Giá 1 Tỷ USD của eFishery, Cáo Buộc Gian Lận 2024 và Thoái Vốn Quỹ Đầu Tư Quốc Gia cùng Shiyan Koh - E525",https://downloads.pod.co/e2b12b70-1309-4878-b7ba-38f91b4e2980/9639faa8-e374-4e50-92b4-cbbba9f70403.mp3,https://is1-ssl.mzstatic.com/image/thumb/Podcasts211/v4/3e/b4/27/3eb427ac-eeb8-7940-7baa-9ccd521d4ed6/mza_6691850223789519261.jpg/600x600bb.jpg
cong_nghe_4482e56d,công nghệ,"BRAVE (Vietnamese) Công nghệ Đông Nam Á: Singapore, Indonesia, Việt Nam, Philippines, Thái Lan và Malaysia Các cô",BRAVE,"<p>Học hỏi từ các nhà lãnh đạo công nghệ hàng đầu Đông Nam Á. Xây dựng tương lai, học hỏi từ quá khứ của chúng ta và giữ nhân tính trong mọi hoàn cảnh. Không có những lời hoa mỹ về thành công. Podcast khởi nghiệp và vốn mạo hiểm số 1 của Đông Nam Á với hơn 60,000 người nghe.</p>  <p>Được tổ chức bởi Jeremy Au. Nhà đầu tư mạo hiểm và người sáng lập hàng loạt. Tốt nghiệp MBA từ Harvard và UC Berkeley. Người đam mê khoa học viễn tưởng và là cha của hai cô con gái. Tăng trưởng và phát triển cá nhân giải quyết mọi vấn đề. Cảm giác tuyệt vời nhất là huấn luyện những người tốt trở thành những nhà lãnh đạo tuyệt vời.</p>","Tina Amper: Geeks on a Beach, Sốc Văn Hóa Ngược của 12 Triệu Người Philippines ở Nước Ngoài & Từ Kiệt Sức đến Lãnh Đạo Cộng Đồng - E489",https://downloads.pod.co/e2b12b70-1309-4878-b7ba-38f91b4e2980/3563b4e8-2fdc-4144-bfd5-141c35fcc3ca.mp3,https://is1-ssl.mzstatic.com/image/thumb/Podcasts211/v4/3e/b4/27/3eb427ac-eeb8-7940-7baa-9ccd521d4ed6/mza_6691850223789519261.jpg/600x600bb.jpg
cong_nghe_0be33e86,công nghệ,"BRAVE (Vietnamese) Công nghệ Đông Nam Á: Singapore, Indonesia, Việt Nam, Philippines, Thái Lan và Malaysia Các cô",BRAVE,"<p>Học hỏi từ các nhà lãnh đạo công nghệ hàng đầu Đông Nam Á. Xây dựng tương lai, học hỏi từ quá khứ của chúng ta và giữ nhân tính trong mọi hoàn cảnh. Không có những lời hoa mỹ về thành công. Podcast khởi nghiệp và vốn mạo hiểm số 1 của Đông Nam Á với hơn 60,000 người nghe.</p>  <p>Được tổ chức bởi Jeremy Au. Nhà đầu tư mạo hiểm và người sáng lập hàng loạt. Tốt nghiệp MBA từ Harvard và UC Berkeley. Người đam mê khoa học viễn tưởng và là cha của hai cô con gái. Tăng trưởng và phát triển cá nhân giải quyết mọi vấn đề. Cảm giác tuyệt vời nhất là huấn luyện những người tốt trở thành những nhà lãnh đạo tuyệt vời.</p>","Michael Chua: Từ Tư Vấn Viên Đến Diễn Viên Đoạt Giải Ở Tuổi 50, AI Làm Gián Đoạn Quá Trình Làm Phim & Leo ""Ngọn Núi Thứ Ba"" - Tập 486",https://downloads.pod.co/e2b12b70-1309-4878-b7ba-38f91b4e2980/fd97bd49-b7c3-4c39-b8c4-037368324de2.mp3,https://is1-ssl.mzstatic.com/image/thumb/Podcasts211/v4/3e/b4/27/3eb427ac-eeb8-7940-7baa-9ccd521d4ed6/mza_6691850223789519261.jpg/600x600bb.jpg
cong_nghe_ddd6cc38,công nghệ,"BRAVE (Vietnamese) Công nghệ Đông Nam Á: Singapore, Indonesia, Việt Nam, Philippines, Thái Lan và Malaysia Các cô",BRAVE,"<p>Học hỏi từ các nhà lãnh đạo công nghệ hàng đầu Đông Nam Á. Xây dựng tương lai, học hỏi từ quá khứ của chúng ta và giữ nhân tính trong mọi hoàn cảnh. Không có những lời hoa mỹ về thành công. Podcast khởi nghiệp và vốn mạo hiểm số 1 của Đông Nam Á với hơn 60,000 người nghe.</p>  <p>Được tổ chức bởi Jeremy Au. Nhà đầu tư mạo hiểm và người sáng lập hàng loạt. Tốt nghiệp MBA từ Harvard và UC Berkeley. Người đam mê khoa học viễn tưởng và là cha của hai cô con gái. Tăng trưởng và phát triển cá nhân giải quyết mọi vấn đề. Cảm giác tuyệt vời nhất là huấn luyện những người tốt trở thành những nhà lãnh đạo tuyệt vời.</p>","Trung Quốc: Gói Kích Thích Tiền Tệ Trị Giá 1,1 Nghìn Tỷ USD, Temu & Shein Đối Đầu Với Thuế Quan De Minimis Của Mỹ & Liên Minh YouTube & Shopee Chống Lại TikTok Shop cùng với Jianggan Li - E485",https://downloads.pod.co/e2b12b70-1309-4878-b7ba-38f91b4e2980/bf25f22a-4bb1-4469-a183-585c01b0b57b.mp3,https://is1-ssl.mzstatic.com/image/thumb/Podcasts211/v4/3e/b4/27/3eb427ac-eeb8-7940-7baa-9ccd521d4ed6/mza_6691850223789519261.jpg/600x600bb.jpg
cong_nghe_6f014039,công nghệ,"BRAVE (Vietnamese) Công nghệ Đông Nam Á: Singapore, Indonesia, Việt Nam, Philippines, Thái Lan và Malaysia Các cô",BRAVE,"<p>Học hỏi từ các nhà lãnh đạo công nghệ hàng đầu Đông Nam Á. Xây dựng tương lai, học hỏi từ quá khứ của chúng ta và giữ nhân tính trong mọi hoàn cảnh. Không có những lời hoa mỹ về thành công. Podcast khởi nghiệp và vốn mạo hiểm số 1 của Đông Nam Á với hơn 60,000 người nghe.</p>  <p>Được tổ chức bởi Jeremy Au. Nhà đầu tư mạo hiểm và người sáng lập hàng loạt. Tốt nghiệp MBA từ Harvard và UC Berkeley. Người đam mê khoa học viễn tưởng và là cha của hai cô con gái. Tăng trưởng và phát triển cá nhân giải quyết mọi vấn đề. Cảm giác tuyệt vời nhất là huấn luyện những người tốt trở thành những nhà lãnh đạo tuyệt vời.</p>",8 Cách Xây Dựng Kỳ Lân với Tỷ Lệ 1/40 - E484,https://downloads.pod.co/e2b12b70-1309-4878-b7ba-38f91b4e2980/aa3dc3be-ec4f-4d24-a061-9dcfe973434a.mp3,https://is1-ssl.mzstatic.com/image/thumb/Podcasts211/v4/3e/b4/27/3eb427ac-eeb8-7940-7baa-9ccd521d4ed6/mza_6691850223789519261.jpg/600x600bb.jpg
cong_nghe_49f74f79,công nghệ,"Gafin - Tin Tức Tài Chính Số, Công Nghệ, Blockchain & AI Mới Nhất","Gafin - Tin Tức Tài Chính Số, Công Nghệ, Blockchain & AI Mới Nhất","Gafin là nguồn tin tức chuyên sâu 24/7 về thị trường tài chính số, tiền mã hóa, Web3, công nghệ AI và xu hướng chuyển đổi số toàn cầu. Phân tích, nhận định chuyên gia","Gafin - Tin Tức Tài Chính Số, Công Nghệ, Blockchain & AI Mới Nhất",https://anchor.fm/s/10bc08990/podcast/play/111279311/https%3A%2F%2Fd3ctxlq1ktw2nl.cloudfront.net%2Fstaging%2F2025-10-17%2F3c0dfe21-3632-4a8d-5a83-1be09a0416d5.mp3,https://is1-ssl.mzstatic.com/image/thumb/Podcasts211/v4/85/67/e0/8567e05c-03f3-0dc9-6ea5-eee576260c24/mza_3180652744114287342.jpg/600x600bb.jpg
cong_nghe_d70c213b,công nghệ,VOV - Khoa học Công nghệ,Đài Tiếng nói Việt Nam,"Cập nhật nhanh tin tức, chương trình về Khoa học Công nghệ. Với các chuyên mục chính như: Tin tức, Chuyển đổi Xanh, Kết nối công nghệ, ... Hãy search ""VOV"" trên ứng dụng để nghe nhiều kênh khác của VOV.",Kết nối công nghệ - Bảo vệ dữ liệu - Nguồn tài nguyên quan trọng trong quá trình chuyển đổi số,https://anchor.fm/s/89fc894/podcast/play/117462191/https%3A%2F%2Fd3ctxlq1ktw2nl.cloudfront.net%2Fstaging%2F2026-2-25%2F45ac7bd1-d385-b426-d287-de63e654435f.mp3,https://is1-ssl.mzstatic.com/image/thumb/Podcasts211/v4/58/31/6a/58316a7d-ad5a-aa81-350f-7d61b5b8741e/mza_6556602765296449209.jpg/600x600bb.jpg
cong_nghe_3e83f54a,công nghệ,VOV - Khoa học Công nghệ,Đài Tiếng nói Việt Nam,"Cập nhật nhanh tin tức, chương trình về Khoa học Công nghệ. Với các chuyên mục chính như: Tin tức, Chuyển đổi Xanh, Kết nối công nghệ, ... Hãy search ""VOV"" trên ứng dụng để nghe nhiều kênh khác của VOV.","Kết nối công nghệ - Ứng dụng công nghệ và chuyển đổi số trong Ngày hội non sông, góp phần có kỳ bầu cử thành công",https://anchor.fm/s/89fc894/podcast/play/116955210/https%3A%2F%2Fd3ctxlq1ktw2nl.cloudfront.net%2Fstaging%2F2026-2-15%2F9ee8fef9-179e-b9ff-64b5-6c83d95eca2e.mp3,https://is1-ssl.mzstatic.com/image/thumb/Podcasts211/v4/58/31/6a/58316a7d-ad5a-aa81-350f-7d61b5b8741e/mza_6556602765296449209.jpg/600x600bb.jpg
